Chr,C2U start,C2U end,U/C,Strand
chr12,416719,416720,0.1,-
chr12,427278,427279,0.128205,-
chr12,520982,520983,0.108696,+
chr12,551213,551214,0.106383,+
chr12,670711,670712,0.16129,+
chr12,671264,671265,0.132075,+
chr12,671303,671304,0.108108,+
chr12,922954,922955,0.125,+
chr12,939226,939227,0.1,+
chr12,968621,968622,0.111111,+
chr12,992578,992579,0.1,+
chr12,993897,993898,0.119048,+
chr12,994096,994097,0.105263,+
chr12,994564,994565,0.1,+
chr12,1005826,1005827,0.108108,+
chr12,1017973,1017974,0.123894,+
chr12,1018480,1018481,0.117647,+
chr12,1018692,1018693,0.179775,+
chr12,1018731,1018732,0.105263,+
chr12,1019020,1019021,0.142857,+
chr12,1019257,1019258,0.147727,+
chr12,1019277,1019278,0.117647,+
chr12,1019506,1019507,0.169492,+
chr12,1019611,1019612,0.106667,+
chr12,1020269,1020270,0.1,+
chr12,1020328,1020329,0.15625,+
chr12,1021968,1021969,0.193548,-
chr12,1600267,1600268,0.125,+
chr12,1600591,1600592,0.15625,+
chr12,1601043,1601044,0.105263,+
chr12,1603919,1603920,0.111111,+
chr12,1604730,1604731,0.2,+
chr12,1605055,1605056,0.181818,+
chr12,1605059,1605060,0.133333,+
chr12,1700698,1700699,0.107143,-
chr12,1866902,1866903,0.185185,-
chr12,1887084,1887085,0.111111,+
chr12,1890123,1890124,0.111111,+
chr12,1890150,1890151,0.136364,+
chr12,1895309,1895310,0.320513,+
chr12,1896299,1896300,0.123711,+
chr12,1896308,1896309,0.117021,+
chr12,1896351,1896352,0.106383,+
chr12,1896628,1896629,0.122807,+
chr12,1896791,1896792,0.141176,+
chr12,1897116,1897117,0.105263,+
chr12,1897505,1897506,0.140845,+
chr12,2055352,2055353,0.163265,-
chr12,2055370,2055371,0.145455,-
chr12,2061661,2061662,0.119048,-
chr12,2064672,2064673,0.162162,-
chr12,2909281,2909282,0.141243,+
chr12,2909568,2909569,0.105263,+
chr12,2909665,2909666,0.243243,+
chr12,2910353,2910354,0.115385,+
chr12,2912354,2912355,0.122137,+
chr12,2912443,2912444,0.135659,+
chr12,2912645,2912646,0.113043,+
chr12,2912651,2912652,0.101695,+
chr12,2966868,2966869,0.150685,-
chr12,2966870,2966871,0.123288,-
chr12,2967353,2967354,0.252427,-
chr12,2967957,2967958,0.140496,-
chr12,2968001,2968002,0.198276,-
chr12,2968281,2968282,0.110526,-
chr12,2968296,2968297,0.119205,-
chr12,2968544,2968545,0.232558,-
chr12,2975612,2975613,0.104348,-
chr12,2977801,2977802,0.140187,-
chr12,2997954,2997955,0.108108,+
chr12,2998035,2998036,0.121212,+
chr12,2998057,2998058,0.146341,+
chr12,2998088,2998089,0.173913,+
chr12,3030040,3030041,0.114286,+
chr12,3048588,3048589,0.169811,+
chr12,3048839,3048840,0.125,+
chr12,3049647,3049648,0.105263,+
chr12,3049669,3049670,0.1,+
chr12,3149675,3149676,0.159091,+
chr12,4208289,4208290,0.148438,+
chr12,4208812,4208813,0.222222,+
chr12,4409267,4409268,0.151515,+
chr12,4413755,4413756,0.176471,+
chr12,4461637,4461638,0.12963,+
chr12,4461702,4461703,0.11828,+
chr12,4461704,4461705,0.144444,+
chr12,4461953,4461954,0.127907,+
chr12,4462045,4462046,0.158537,+
chr12,4462103,4462104,0.148148,+
chr12,4463480,4463481,0.125,+
chr12,4468345,4468346,0.233333,+
chr12,4468773,4468774,0.205882,+
chr12,4597160,4597161,0.151515,-
chr12,4597182,4597183,0.1,-
chr12,4597538,4597539,0.114286,-
chr12,4597696,4597697,0.108108,-
chr12,4597997,4597998,0.142857,-
chr12,4598620,4598621,0.145833,-
chr12,4599029,4599030,0.1,-
chr12,4599037,4599038,0.135135,-
chr12,4614509,4614510,0.106383,-
chr12,4668203,4668204,0.117647,+
chr12,4668415,4668416,0.16,+
chr12,4668639,4668640,0.166667,+
chr12,4668662,4668663,0.15942,+
chr12,4669061,4669062,0.1,+
chr12,4722782,4722783,0.105263,+
chr12,4777670,4777671,0.113924,+
chr12,5693216,5693217,0.185185,+
chr12,6438082,6438083,0.113208,-
chr12,6438084,6438085,0.148148,-
chr12,6438306,6438307,0.166667,-
chr12,6438339,6438340,0.113208,-
chr12,6438524,6438525,0.150685,-
chr12,6438955,6438956,0.12987,-
chr12,6571482,6571483,0.157895,-
chr12,6601375,6601376,0.24424,-
chr12,6601453,6601454,0.147601,-
chr12,6601499,6601500,0.119186,-
chr12,6601606,6601607,0.10929,-
chr12,6618939,6618940,0.138298,+
chr12,6631112,6631113,0.1,+
chr12,6640623,6640624,0.10101,+
chr12,6641033,6641034,0.115942,+
chr12,6646940,6646941,0.13467,+
chr12,6647053,6647054,0.139837,+
chr12,6647135,6647136,0.121896,+
chr12,6775932,6775933,0.111111,-
chr12,6776023,6776024,0.144231,-
chr12,6776479,6776480,0.117647,-
chr12,6776817,6776818,0.111111,-
chr12,6840398,6840399,0.10084,+
chr12,6840415,6840416,0.21875,+
chr12,6857674,6857675,0.14557,-
chr12,6949251,6949252,0.114286,+
chr12,6979611,6979612,0.173077,+
chr12,6979680,6979681,0.101724,+
chr12,6979702,6979703,0.118694,+
chr12,6979736,6979737,0.119658,+
chr12,6979745,6979746,0.152866,+
chr12,6979877,6979878,0.140143,+
chr12,6979959,6979960,0.174807,+
chr12,6994449,6994450,0.111111,+
chr12,7032587,7032588,0.125,+
chr12,7043090,7043091,0.102564,+
chr12,7044867,7044868,0.145833,+
chr12,7044948,7044949,0.125,+
chr12,7044961,7044962,0.12069,+
chr12,7046400,7046401,0.136842,+
chr12,7051419,7051420,0.197531,+
chr12,7074524,7074525,0.115108,-
chr12,7074540,7074541,0.197368,-
chr12,7074542,7074543,0.127572,-
chr12,7074661,7074662,0.143258,-
chr12,7074684,7074685,0.207084,-
chr12,7074691,7074692,0.11236,-
chr12,7074766,7074767,0.137755,-
chr12,7075624,7075625,0.323741,-
chr12,7077060,7077061,0.114068,-
chr12,7078693,7078694,0.121795,-
chr12,7288054,7288055,0.142857,+
chr12,7310761,7310762,0.125,+
chr12,7362819,7362820,0.1,+
chr12,7363763,7363764,0.146341,+
chr12,8169353,8169354,0.263158,-
chr12,8206994,8206995,0.133333,+
chr12,8207055,8207056,0.1,+
chr12,8249690,8249691,0.1,+
chr12,8249923,8249924,0.125,+
chr12,8250158,8250159,0.101449,+
chr12,8250160,8250161,0.125,+
chr12,8250222,8250223,0.134615,+
chr12,8787891,8787892,0.162162,+
chr12,9093988,9093989,0.115385,-
chr12,9094209,9094210,0.184783,-
chr12,9094222,9094223,0.102273,-
chr12,9094256,9094257,0.156863,-
chr12,9094406,9094407,0.130841,-
chr12,10375356,10375357,0.137255,+
chr12,10375493,10375494,0.22807,+
chr12,10758653,10758654,0.117647,-
chr12,10758894,10758895,0.112903,-
chr12,10758896,10758897,0.137097,-
chr12,10852037,10852038,0.107143,-
chr12,10852101,10852102,0.149813,-
chr12,10852104,10852105,0.119231,-
chr12,10852155,10852156,0.1625,-
chr12,10852193,10852194,0.12426,-
chr12,11324450,11324451,0.166667,+
chr12,11324699,11324700,0.126984,+
chr12,12264449,12264450,0.119048,+
chr12,12269610,12269611,0.105263,-
chr12,12334086,12334087,0.1,-
chr12,12627247,12627248,0.219512,-
chr12,12627810,12627811,0.1875,-
chr12,12627874,12627875,0.15,-
chr12,12628220,12628221,0.108911,-
chr12,12628490,12628491,0.129032,-
chr12,12629078,12629079,0.116883,-
chr12,12629233,12629234,0.142857,-
chr12,12629679,12629680,0.193548,-
chr12,12629891,12629892,0.166667,-
chr12,12629998,12629999,0.115385,-
chr12,12630103,12630104,0.137255,-
chr12,12630460,12630461,0.106383,-
chr12,12630760,12630761,0.142857,-
chr12,12639980,12639981,0.129032,-
chr12,12640013,12640014,0.102041,-
chr12,12640055,12640056,0.15873,-
chr12,12673849,12673850,0.173077,-
chr12,12674200,12674201,0.111111,-
chr12,12795047,12795048,0.117647,+
chr12,12796641,12796642,0.147059,+
chr12,12874062,12874063,0.142857,+
chr12,12874115,12874116,0.113208,+
chr12,12874597,12874598,0.125,+
chr12,12874772,12874773,0.123077,+
chr12,12982695,12982696,0.105263,+
chr12,12982715,12982716,0.248227,+
chr12,12982741,12982742,0.1,+
chr12,12982783,12982784,0.15625,+
chr12,12982875,12982876,0.189655,+
chr12,12982886,12982887,0.121951,+
chr12,13004602,13004603,0.216867,+
chr12,13127815,13127816,0.133333,-
chr12,13127835,13127836,0.116279,-
chr12,13127873,13127874,0.122449,-
chr12,13127935,13127936,0.125,-
chr12,13128216,13128217,0.15942,-
chr12,13236157,13236158,0.129032,+
chr12,14577687,14577688,0.114286,+
chr12,14613862,14613863,0.1,+
chr12,14650768,14650769,0.1,+
chr12,14650910,14650911,0.108108,+
chr12,14654995,14654996,0.136364,+
chr12,14655264,14655265,0.105263,+
chr12,14939679,14939680,0.128205,-
chr12,14939836,14939837,0.182796,-
chr12,14939841,14939842,0.211111,-
chr12,14940146,14940147,0.228571,-
chr12,14949766,14949767,0.145833,-
chr12,14949815,14949816,0.211864,-
chr12,14952590,14952591,0.254902,-
chr12,15774318,15774319,0.114286,-
chr12,15776108,15776109,0.105263,-
chr12,16047045,16047046,0.118519,+
chr12,16047065,16047066,0.283951,+
chr12,16048401,16048402,0.238095,+
chr12,16048416,16048417,0.116667,+
chr12,16052868,16052869,0.135135,+
chr12,16052932,16052933,0.104167,+
chr12,16055946,16055947,0.168539,+
chr12,16056088,16056089,0.141129,+
chr12,16135325,16135326,0.138462,+
chr12,16185499,16185500,0.125,+
chr12,16189867,16189868,0.195652,+
chr12,16189888,16189889,0.111111,+
chr12,16190171,16190172,0.1,+
chr12,16516928,16516929,0.139535,+
chr12,16554404,16554405,0.140187,-
chr12,16554569,16554570,0.111111,-
chr12,16554706,16554707,0.101266,-
chr12,19436534,19436535,0.105263,+
chr12,19566369,19566370,0.192982,+
chr12,19671429,19671430,0.111111,+
chr12,19671966,19671967,0.138889,+
chr12,19673051,19673052,0.155556,+
chr12,19673783,19673784,0.129032,+
chr12,20094601,20094602,0.114583,+
chr12,20706907,20706908,0.19697,+
chr12,21621988,21621989,0.121212,-
chr12,21668724,21668725,0.195122,+
chr12,21669062,21669063,0.121212,+
chr12,21669184,21669185,0.166667,+
chr12,21669231,21669232,0.1,+
chr12,21669335,21669336,0.105263,+
chr12,21669401,21669402,0.1,+
chr12,21670233,21670234,0.157143,+
chr12,21670264,21670265,0.154762,+
chr12,21670274,21670275,0.130435,+
chr12,21670555,21670556,0.102564,+
chr12,21670561,21670562,0.117647,+
chr12,21670774,21670775,0.152542,+
chr12,21670885,21670886,0.147059,+
chr12,21670991,21670992,0.22807,+
chr12,21788287,21788288,0.157025,-
chr12,21788391,21788392,0.159292,-
chr12,21788400,21788401,0.162571,-
chr12,21788439,21788440,0.137931,-
chr12,21788442,21788443,0.180258,-
chr12,21788474,21788475,0.174716,-
chr12,21788502,21788503,0.150051,-
chr12,21790014,21790015,0.122581,-
chr12,21790017,21790018,0.111111,-
chr12,21790091,21790092,0.140873,-
chr12,21791333,21791334,0.1625,-
chr12,21796905,21796906,0.11753,-
chr12,21796938,21796939,0.127615,-
chr12,21918178,21918179,0.133333,-
chr12,21918599,21918600,0.131579,-
chr12,21918615,21918616,0.138889,-
chr12,21918655,21918656,0.136364,-
chr12,21918669,21918670,0.12,-
chr12,21919023,21919024,0.170213,-
chr12,22211627,22211628,0.168539,+
chr12,22214254,22214255,0.119565,+
chr12,22215268,22215269,0.137931,+
chr12,22601986,22601987,0.111111,-
chr12,22602121,22602122,0.1,-
chr12,22602715,22602716,0.101266,-
chr12,22635564,22635565,0.16129,-
chr12,22838224,22838225,0.111111,+
chr12,22840890,22840891,0.1,+
chr12,22842015,22842016,0.115385,+
chr12,22842178,22842179,0.109091,+
chr12,22842656,22842657,0.135417,+
chr12,24965259,24965260,0.148936,-
chr12,24965824,24965825,0.117647,-
chr12,24965865,24965866,0.102041,-
chr12,24966369,24966370,0.131579,-
chr12,25357399,25357400,0.138889,+
chr12,25357508,25357509,0.1,+
chr12,25358418,25358419,0.171429,-
chr12,25359304,25359305,0.111111,-
chr12,25359431,25359432,0.155556,-
chr12,25359446,25359447,0.105263,-
chr12,25360018,25360019,0.117647,-
chr12,25360935,25360936,0.139535,-
chr12,25361357,25361358,0.1,-
chr12,25362202,25362203,0.108108,-
chr12,25956628,25956629,0.101695,+
chr12,27058293,27058294,0.102041,-
chr12,27058362,27058363,0.204819,-
chr12,27067020,27067021,0.12,-
chr12,27107159,27107160,0.106061,+
chr12,27118063,27118064,0.186047,+
chr12,27118274,27118275,0.205882,+
chr12,27118482,27118483,0.195652,+
chr12,27118525,27118526,0.133333,+
chr12,27118738,27118739,0.111111,+
chr12,27119129,27119130,0.114286,+
chr12,27119288,27119289,0.106383,+
chr12,27119443,27119444,0.146341,+
chr12,27119503,27119504,0.121212,+
chr12,27119534,27119535,0.205128,+
chr12,27126913,27126914,0.123967,-
chr12,27132844,27132845,0.119048,-
chr12,27149710,27149711,0.152778,-
chr12,27182037,27182038,0.136364,+
chr12,27182046,27182047,0.1,+
chr12,27182341,27182342,0.131579,+
chr12,27182915,27182916,0.105263,+
chr12,27191722,27191723,0.15,+
chr12,27467981,27467982,0.106383,+
chr12,27475465,27475466,0.102564,+
chr12,27475638,27475639,0.189189,+
chr12,27476031,27476032,0.1,+
chr12,27476509,27476510,0.114286,+
chr12,27476556,27476557,0.108108,+
chr12,27476789,27476790,0.117647,+
chr12,27477385,27477386,0.129032,+
chr12,27571096,27571097,0.128205,+
chr12,27908141,27908142,0.105263,+
chr12,27908378,27908379,0.121212,+
chr12,27908778,27908779,0.155844,+
chr12,27908929,27908930,0.134328,+
chr12,27909088,27909089,0.126126,+
chr12,27950830,27950831,0.101695,+
chr12,27951027,27951028,0.125,+
chr12,27952581,27952582,0.121212,+
chr12,27954044,27954045,0.151515,+
chr12,27954719,27954720,0.105263,+
chr12,27955447,27955448,0.236842,+
chr12,28458622,28458623,0.113636,+
chr12,28637020,28637021,0.105263,+
chr12,28702061,28702062,0.102564,+
chr12,28702096,28702097,0.111111,+
chr12,28702117,28702118,0.105263,+
chr12,28702336,28702337,0.205882,+
chr12,29493437,29493438,0.146341,-
chr12,29493721,29493722,0.161765,-
chr12,29493788,29493789,0.111111,-
chr12,29493872,29493873,0.16129,-
chr12,29493991,29493992,0.218182,-
chr12,29494095,29494096,0.148515,-
chr12,29496088,29496089,0.134146,-
chr12,29496107,29496108,0.108108,-
chr12,29496126,29496127,0.128571,-
chr12,29498382,29498383,0.112676,-
chr12,29498402,29498403,0.1375,-
chr12,29498425,29498426,0.109756,-
chr12,29523069,29523070,0.136986,-
chr12,29523088,29523089,0.126582,-
chr12,29523136,29523137,0.1,-
chr12,30782912,30782913,0.125,-
chr12,30783423,30783424,0.155172,-
chr12,30792564,30792565,0.122449,-
chr12,31434455,31434456,0.134831,-
chr12,31943566,31943567,0.272727,-
chr12,31943575,31943576,0.255814,-
chr12,32880086,32880087,0.131868,-
chr12,32884040,32884041,0.112903,+
chr12,32895629,32895630,0.11236,+
chr12,32896330,32896331,0.101695,+
chr12,32896366,32896367,0.105263,+
chr12,32896375,32896376,0.290323,+
chr12,32896749,32896750,0.105263,+
chr12,32896903,32896904,0.102564,+
chr12,32897015,32897016,0.155172,+
chr12,32897092,32897093,0.151515,+
chr12,32897789,32897790,0.121212,+
chr12,32897792,32897793,0.166667,+
chr12,32897859,32897860,0.111111,+
chr12,32897890,32897891,0.103448,+
chr12,32898331,32898332,0.106061,+
chr12,32900020,32900021,0.1,-
chr12,32900103,32900104,0.134328,-
chr12,39046472,39046473,0.1,-
chr12,39687220,39687221,0.235294,-
chr12,39687602,39687603,0.15625,-
chr12,39687891,39687892,0.12963,-
chr12,39687902,39687903,0.123077,-
chr12,39688149,39688150,0.233333,-
chr12,39688261,39688262,0.205882,-
chr12,39756979,39756980,0.151515,-
chr12,42476661,42476662,0.114286,-
chr12,42476680,42476681,0.105263,-
chr12,42477492,42477493,0.181818,-
chr12,42478524,42478525,0.125,-
chr12,42478536,42478537,0.125,-
chr12,42479354,42479355,0.121212,-
chr12,42553959,42553960,0.151515,-
chr12,42554057,42554058,0.243243,-
chr12,42554362,42554363,0.111111,-
chr12,42706606,42706607,0.19403,-
chr12,42706669,42706670,0.162791,-
chr12,42706755,42706756,0.103448,-
chr12,42706765,42706766,0.101449,-
chr12,42706779,42706780,0.185567,-
chr12,42706879,42706880,0.119658,-
chr12,42706924,42706925,0.126984,-
chr12,42707518,42707519,0.1,-
chr12,42711174,42711175,0.108434,-
chr12,42711210,42711211,0.193548,-
chr12,42711620,42711621,0.116071,-
chr12,42711627,42711628,0.129771,-
chr12,42717839,42717840,0.133333,-
chr12,42835725,42835726,0.264706,+
chr12,42841381,42841382,0.1,+
chr12,42841743,42841744,0.1,+
chr12,44122799,44122800,0.114286,-
chr12,44123569,44123570,0.125,-
chr12,44123602,44123603,0.170732,-
chr12,44124184,44124185,0.102564,-
chr12,44187547,44187548,0.2,-
chr12,44188059,44188060,0.147059,-
chr12,44188837,44188838,0.25641,-
chr12,44188931,44188932,0.176471,-
chr12,44189131,44189132,0.123288,-
chr12,44902190,44902191,0.170213,-
chr12,44902269,44902270,0.131579,-
chr12,44902444,44902445,0.183673,-
chr12,44902551,44902552,0.111111,-
chr12,44902559,44902560,0.139535,-
chr12,44902691,44902692,0.117647,-
chr12,45170887,45170888,0.147059,-
chr12,45567455,45567456,0.12963,-
chr12,45751102,45751103,0.1,+
chr12,45795698,45795699,0.114286,+
chr12,45797264,45797265,0.147059,+
chr12,45822948,45822949,0.114286,+
chr12,45823020,45823021,0.121212,+
chr12,45823852,45823853,0.125,+
chr12,45823870,45823871,0.15625,+
chr12,45823980,45823981,0.1,+
chr12,45824369,45824370,0.184211,+
chr12,45824646,45824647,0.27027,+
chr12,45825137,45825138,0.135135,+
chr12,45825181,45825182,0.121212,+
chr12,45825626,45825627,0.108108,+
chr12,45825675,45825676,0.128205,+
chr12,45825778,45825779,0.122449,+
chr12,46244472,46244473,0.1,+
chr12,46299208,46299209,0.125,+
chr12,46312984,46312985,0.108108,-
chr12,46316262,46316263,0.125,-
chr12,46316875,46316876,0.113208,-
chr12,46321234,46321235,0.102564,-
chr12,46321678,46321679,0.106383,-
chr12,46321883,46321884,0.1,-
chr12,46322101,46322102,0.166667,-
chr12,46339047,46339048,0.113636,-
chr12,46354835,46354836,0.166667,-
chr12,46576882,46576883,0.105769,-
chr12,46577114,46577115,0.134228,-
chr12,46577144,46577145,0.15873,-
chr12,46577481,46577482,0.113636,-
chr12,46578124,46578125,0.106796,-
chr12,46578130,46578131,0.123711,-
chr12,46578537,46578538,0.160714,-
chr12,46580041,46580042,0.202247,-
chr12,46580395,46580396,0.153846,-
chr12,46580447,46580448,0.117647,-
chr12,46580509,46580510,0.119403,-
chr12,46580662,46580663,0.222222,-
chr12,46581034,46581035,0.105691,-
chr12,46582245,46582246,0.118182,-
chr12,46582252,46582253,0.145161,-
chr12,46582295,46582296,0.169231,-
chr12,46582372,46582373,0.180952,-
chr12,46582399,46582400,0.130841,-
chr12,46582493,46582494,0.127451,-
chr12,46582518,46582519,0.139241,-
chr12,46591767,46591768,0.15493,-
chr12,46591821,46591822,0.1,-
chr12,46594888,46594889,0.111111,-
chr12,46752280,46752281,0.119565,-
chr12,46752569,46752570,0.116667,-
chr12,46753705,46753706,0.107692,-
chr12,48056517,48056518,0.181818,-
chr12,48056610,48056611,0.3125,-
chr12,48075519,48075520,0.113208,-
chr12,48090141,48090142,0.101449,-
chr12,48359096,48359097,0.134831,+
chr12,48362012,48362013,0.11157,+
chr12,48362097,48362098,0.215385,+
chr12,48362437,48362438,0.14,+
chr12,48362449,48362450,0.175214,+
chr12,48362453,48362454,0.113208,+
chr12,48362567,48362568,0.22381,+
chr12,48367008,48367009,0.102041,-
chr12,48367017,48367018,0.114286,-
chr12,48367103,48367104,0.160714,-
chr12,48437528,48437529,0.156863,-
chr12,48438282,48438283,0.114286,-
chr12,48438331,48438332,0.159091,-
chr12,48438383,48438384,0.15625,-
chr12,48438586,48438587,0.116279,-
chr12,48438726,48438727,0.175,-
chr12,48441834,48441835,0.105263,-
chr12,48442756,48442757,0.111111,-
chr12,48537879,48537880,0.123077,+
chr12,48539583,48539584,0.107527,+
chr12,48539690,48539691,0.150538,+
chr12,48539861,48539862,0.107692,+
chr12,48541965,48541966,0.107692,-
chr12,48542043,48542044,0.118644,-
chr12,48542192,48542193,0.102564,-
chr12,48542858,48542859,0.113208,-
